170,170,230,1
171,171,242,1
172,172,258,1
173,173,20,1
174,174,23,1
175,175,23,1
176,176,191,5
177,177,1,5
178,178,2,1
179,179,207,2
180,180,112,1
181,181,243,1
182,182,199,1
183,183,69,1
184,184,259,3
185,185,11,1
186,186,195,3
187,187,19,1
188,188,16,1
189,189,27,3
190,190,244,1
191,191,76,1
192,192,194,1
193,193,223,1
194,194,11,1
195,195,6,1
196,196,91,1
197,197,20,1
198,198,252,1
199,199,230,1
200,200,235,1
201,201,197,1
202,202,221,1
203,203,127,3
204,204,86,1
205,205,255,1
206,206,82,1
207,207,5,5
208,208,214,1
209,209,225,1
210,210,55,1
211,211,236,1
212,212,188,1
213,213,25,1
214,214,202,1
215,215,213,1
216,216,12,1
217,217,196,1
218,218,10,1
219,219,246,1
220,220,12,1
221,221,261,4
222,222,237,1
223,223,176,1
224,224,159,1
225,225,225,1
226,226,73,4
227,227,116,1
228,228,139,1
229,229,186,1
230,230,200,1
231,231,1,1
232,232,2,1
233,233,205,5
234,234,202,1
235,235,16,1
236,236,106,1
237,237,201,1
238,238,8,1
239,239,22,1
240,240,78,1
241,241,19,3
242,242,158,1
243,243,18,1
244,244,22,1
245,245,75,1
246,246,189,1
247,247,221,1
248,248,257,1
249,249,27,1
250,250,14,5
251,251,234,1
252,252,183,1
253,253,8,1
254,254,10,1
255,255,208,1
256,256,56,1
257,257,223,5
258,258,28,1
259,259,194,1
260,260,180,2
261,261,70,1
262,262,22,3
263,263,16,1
264,264,256,1
265,265,10,2
266,266,228,2
267,267,1,1
268,268,204,1
269,269,203,1
270,270,28,1
271,271,230,1
272,272,10,1
273,273,229,1
274,274,57,1
275,275,27,1
276,276,223,1
277,277,75,1
278,278,9,1
279,279,244,1
280,280,63,1
281,281,182,1
282,282,75,5
283,283,185,1
284,284,225,1
285,285,248,1
286,286,28,1
287,287,21,1
288,288,73,1
289,289,59,1
290,290,12,1
291,291,179,1
292,292,191,1
293,293,10,1
294,294,9,1
295,295,60,5
296,296,247,2
297,297,14,2
298,298,192,5
299,299,21,1
300,300,74,1
301,301,227,1
302,302,182,1
303,303,193,3
304,304,186,1
305,305,60,1
306,306,205,1
307,307,202,1
308,308,15,1
309,309,203,1
310,310,94,1
311,311,147,5
312,312,210,1
313,313,69,1
314,314,75,1
315,315,28,1
316,316,223,3
317,317,69,1
318,318,20,1
319,319,20,1
320,320,202,1
321,321,78,1
322,322,19,1
323,323,3,1
324,324,209,1
325,325,244,1
326,326,14,1
327,327,25,1
328,328,23,1
329,329,21,1
330,330,68,1
331,331,230,1
332,332,7,3
333,333,2,1
334,334,9,1
335,335,140,5
336,336,67,1
337,337,169,1
338,338,22,1
339,339,21,1
340,340,210,1
341,341,13,1
342,342,245,1
343,343,79,1
344,344,63,1
345,345,64,1
346,346,10,1
347,347,10,1
348,348,27,1
349,349,61,1
350,350,19,1
351,351,72,1
352,352,4,1
353,353,188,1
354,354,73,1
355,355,214,1
356,356,251,1
357,357,5,3
358,358,10,1
359,359,245,1
360,360,22,1
361,361,4,3
362,362,234,1
363,363,24,1
364,364,14,1
365,365,19,1
366,366,72,4
367,367,234,1
368,368,81,3
369,369,16,1
370,370,245,1
371,371,183,3
372,372,2,1
373,373,210,1
374,374,171,1
375,375,21,1
376,376,218,4
377,377,247,1
378,378,11,4
379,379,243,1
380,380,258,1
381,381,130,5
382,382,60,4
383,383,182,1
384,384,130,1
385,385,15,1
386,386,228,1
387,387,76,4
388,388,256,4
389,389,58,1
390,390,55,1
391,391,201,1
392,392,240,3
393,393,18,1
394,394,229,1
395,395,231,1
396,396,21,1
397,397,196,5
398,398,249,1
399,399,224,5
400,400,63,1
401,401,191,1
402,402,212,1
403,403,77,1
404,404,5,3
405,405,19,1
406,406,67,1
407,407,100,4
408,408,243,1
409,409,17,1
410,410,5,2
411,411,5,1
412,412,12,1
413,413,213,3
414,414,196,1
415,415,1,1
416,416,257,1
417,417,67,1
418,418,58,1
419,419,165,1
420,420,247,1
421,421,73,1
422,422,23,1
423,423,82,1
424,424,99,3
425,425,17,1
426,426,200,1
427,427,110,1
428,428,196,1
429,429,21,1
430,430,8,1
431,431,19,1
432,432,19,1
433,433,20,1
434,434,58,1
435,435,83,1
436,436,125,1
437,437,55,1
438,438,233,1
439,439,27,1
440,440,219,1
441,441,55,1
442,442,8,1
443,443,251,1
444,444,209,2
445,445,55,1
446,446,28,5
447,447,227,1
448,448,209,1
449,449,22,1
450,450,27,1
451,451,19,1
452,452,154,1
453,453,11,1
454,454,166,1
455,455,76,1
456,456,11,1
457,457,10,1
458,458,205,1
459,459,19,1
460,460,128,1
461,461,251,1
462,462,14,1
463,463,179,2
464,464,5,1
465,465,241,1
466,466,5,1
467,467,78,1
468,468,27,2
469,469,118,1
470,470,20,1
471,471,191,1
472,472,25,1
473,473,28,1
474,474,54,1
475,475,18,1
476,476,221,1
477,477,186,1
478,478,8,4
479,479,184,4
480,480,56,1
481,481,195,1
482,482,6,1
483,483,21,1
484,484,11,4
485,485,27,1
486,486,19,1
487,487,15,1
488,488,250,1
489,489,234,4
490,490,24,2
491,491,5,1
492,492,24,3
493,493,253,1
494,494,145,1
495,495,200,3
496,496,3,1
497,497,133,1
498,498,225,1
499,499,190,1
500,500,10,1
501,501,226,1
502,502,224,1
503,503,208,1
504,504,3,1
505,505,10,1
506,506,21,1
507,507,19,1
508,508,239,2
509,509,17,1
510,510,145,5
511,511,135,1
512,512,209,1
513,513,145,1
514,514,57,1
515,515,255,1
516,516,221,1
517,517,21,3
518,518,228,1
519,519,22,2
520,520,10,1
521,521,63,2
522,522,207,1
523,523,143,1
524,524,216,1
525,525,57,1
526,526,23,1
527,527,234,1
528,528,253,1
529,529,77,1
530,530,186,1
531,531,18,1
532,532,19,1
533,533,144,1
534,534,206,1
535,535,202,1
536,536,191,1
537,537,193,1
538,538,207,1
539,539,13,1
540,540,232,1
541,541,3,1
542,542,8,1
543,543,209,5
544,544,150,1
545,545,229,1
546,546,254,1
547,547,196,1
548,548,20,1
549,549,18,5
550,550,250,1
551,551,74,1
552,552,78,1
553,553,28,1
554,554,208,1
555,555,189,1
556,556,222,1
557,557,18,5
558,558,14,1
559,559,233,1
560,560,28,1
561,561,20,1
562,562,2,4
563,563,56,1
564,564,222,1
565,565,4,1
566,566,56,1
567,567,251,3
568,568,211,1
569,569,74,1
570,570,25,2
571,571,10,1
572,572,236,1
573,573,193,1
574,574,9,1
575,575,4,1
576,576,5,1
577,577,237,1
578,578,59,1
579,579,188,1
580,580,252,1
581,581,5,1
582,582,7,1
583,583,111,1
584,584,168,1
585,585,224,1
586,586,225,1
587,587,17,1
588,588,205,1
589,589,226,3
590,590,199,1
591,591,234,1
592,592,93,1
593,593,144,1
594,594,254,1
595,595,19,1
596,596,239,1
597,597,187,1
598,598,152,4
599,599,18,1
600,600,25,1
601,601,16,1
602,602,25,1
603,603,13,1
604,604,24,1
605,605,20,1
606,606,200,1
607,607,110,1
608,608,232,1
609,609,72,1
610,610,109,1
611,611,209,1
612,612,128,4
613,613,250,1
614,614,15,1
615,615,7,1
616,616,192,2
617,617,230,1
618,618,28,1
619,619,7,3
620,620,22,5
621,621,200,1
622,622,188,1
623,623,250,1
624,624,198,1
625,625,77,1
626,626,15,1
627,627,76,1
628,628,205,1
629,629,16,2
630,630,2,1
631,631,202,1
632,632,24,1
633,633,71,1
634,634,64,1
635,635,189,1
636,636,233,1
637,637,251,1
638,638,230,1
639,639,207,1
640,640,188,1
641,641,13,1
642,642,28,1
643,643,180,1
644,644,217,1
645,645,7,1
646,646,25,1
647,647,59,1
648,648,225,1
649,649,143,1
650,650,174,1
651,651,20,1
652,652,25,1
653,653,129,1
654,654,69,1
655,655,64,1
656,656,23,1
657,657,7,1
658,658,54,1
659,659,7,1
660,660,226,1
661,661,9,1
662,662,261,1
663,663,14,1
664,664,3,2
665,665,59,1
666,666,246,1
667,667,232,2
668,668,109,3
669,669,251,1
670,670,160,1
671,671,23,1
672,672,28,1
673,673,222,1
674,674,61,1
675,675,246,1
676,676,95,1
677,677,200,1
678,678,187,1
679,679,1,1
680,680,23,1
681,681,225,1
682,682,191,1
683,683,18,1
684,684,4,1
685,685,208,1
686,686,6,2
687,687,71,1
688,688,74,1
689,689,190,1
690,690,222,1
691,691,77,1
692,692,5,1
693,693,254,1
694,694,114,1
695,695,11,1
696,696,204,1
697,697,27,1
698,698,69,1
699,699,220,1
700,700,11,1
701,701,201,1
702,702,183,5
703,703,202,1
704,704,22,1
705,705,20,1
706,706,244,1
707,707,220,1
708,708,97,4
709,709,24,1
710,710,15,1
711,711,10,2
712,712,11,1
713,713,249,1
714,714,260,1
715,715,246,1
716,716,63,1
717,717,248,1
718,718,186,1
719,719,7,1
720,720,259,1
721,721,25,1
722,722,23,1
723,723,2,1
724,724,21,1
725,725,9,1
726,726,3,1
727,727,252,1
728,728,13,1
729,729,252,1
730,730,178,1
731,731,8,1
732,732,198,1
733,733,7,3
734,734,141,1
735,735,225,1
736,736,204,1
737,737,68,1
738,738,3,4
739,739,27,4
740,740,56,1
741,741,166,3
742,742,3,1
743,743,63,1
744,744,25,3
745,745,258,1
746,746,10,1
747,747,239,1
748,748,174,1
749,749,61,1
750,750,235,1
751,751,81,1
752,752,13,4
753,753,70,1
754,754,233,1
755,755,9,1
756,756,182,1
757,757,9,1
758,758,122,1
759,759,18,1
760,760,79,1
761,761,86,5
762,762,205,1
763,763,19,1
764,764,250,1
765,765,8,1
766,766,20,1
767,767,19,1
768,768,66,1
769,769,188,1
770,770,210,3
771,771,7,1
772,772,11,1
773,773,201,1
774,774,223,1
775,775,170,1
776,776,229,1
777,777,4,1
778,778,61,1
779,779,208,3
780,780,185,1
781,781,248,1
782,782,241,1
783,783,230,1
784,784,259,3
785,785,4,1
786,786,215,1
787,787,237,1
788,788,248,1
789,789,17,1
790,790,252,1
791,791,13,2
792,792,224,1
793,793,12,1
794,794,23,1
795,795,258,1
796,796,12,1
797,797,190,4
798,798,214,1
799,799,231,1
800,800,28,1
801,801,19,1
802,802,5,1
803,803,15,3
804,804,15,1
805,805,17,1
806,806,211,1
807,807,1,1
808,808,157,1
809,809,112,1
810,810,220,4
811,811,22,1
812,812,14,5
813,813,222,1
814,814,193,1
815,815,208,1
816,816,17,1
817,817,56,1
818,818,25,1
819,819,69,1
820,820,191,1
821,821,195,1
822,822,11,1
823,823,168,1
824,824,27,1
825,825,79,1
826,826,196,1
827,827,224,1
828,828,55,1
829,829,86,1
830,830,194,1
831,831,230,1
832,832,235,1
833,833,102,1
834,834,212,2
835,835,228,1
836,836,96,1
837,837,204,1
838,838,81,3
839,839,198,1
840,840,220,1
841,841,219,1
842,842,219,5
843,843,122,1
844,844,79,1
845,845,13,1
846,846,28,1
847,847,12,1
848,848,205,1
849,849,27,1
850,850,20,1
851,851,2,1
852,852,257,4
853,853,19,1
854,854,195,1
855,855,17,1
856,856,54,1
857,857,248,1
858,858,9,4
859,859,260,1
860,860,247,1
861,861,243,1
862,862,197,1
863,863,12,1
864,864,242,1
865,865,189,1
866,866,191,5
867,867,91,1
868,868,103,1
869,869,221,1
870,870,231,5
871,871,6,1
872,872,164,1
873,873,68,1
874,874,185,1
875,875,28,1
876,876,73,1
877,877,188,1
878,878,3,1
879,879,24,1
880,880,73,1
881,881,195,1
882,882,260,1
883,883,255,1
884,884,230,1
885,885,210,1
886,886,21,1
887,887,219,1
888,888,17,2
889,889,186,2
890,890,183,1
891,891,192,1
892,892,94,1
893,893,261,1
894,894,19,1
895,895,220,1
896,896,93,1
897,897,11,1
898,898,161,1
899,899,17,1
900,900,18,1
901,901,257,1
902,902,232,1
903,903,191,2
904,904,235,5
905,905,64,4
906,906,207,1
907,907,66,5
908,908,23,1
909,909,16,3
910,910,12,1
911,911,14,1
912,912,252,1
913,913,202,1
914,914,182,1
915,915,261,1
916,916,239,1
917,917,258,1
918,918,197,1
919,919,17,1
920,920,25,1
921,921,4,4
922,922,188,1
923,923,199,1
924,924,4,1
925,925,242,1
926,926,23,1
927,927,27,1
928,928,244,1
929,929,248,1
930,930,9,1
931,931,24,1
932,932,20,1
933,933,14,1
934,934,201,1
935,935,120,1
936,936,194,1
937,937,6,1
938,938,193,1
939,939,133,1
940,940,6,2
941,941,68,2
942,942,251,1
943,943,77,1
944,944,65,1
945,945,199,2
946,946,22,1
947,947,198,1
948,948,20,1
949,949,229,2
950,950,155,2
951,951,3,1
952,952,11,1
953,953,207,1
954,954,27,1
955,955,56,1
956,956,184,1
957,957,204,1
958,958,27,1
959,959,6,1
960,960,25,1
961,961,83,4
962,962,211,1
963,963,187,1
964,964,243,1
965,965,28,1
966,966,18,1
967,967,191,2
968,968,25,1
969,969,184,1
970,970,68,1
971,971,236,1
972,972,119,1
973,973,239,1
974,974,189,1
975,975,14,1
976,976,60,5
977,977,12,3
978,978,189,1
979,979,232,1
980,980,6,1
981,981,21,1
982,982,8,1
983,983,188,5
984,984,22,3
985,985,8,1
986,986,247,1
987,987,215,1
988,988,183,1
989,989,27,1
990,990,5,5
991,991,259,1
992,992,25,1
993,993,66,1
994,994,24,1
995,995,258,1
996,996,256,1
997,997,252,1
998,998,214,1
999,999,223,1
1000,1000,186,1
1001,1001,12,1
1002,1002,25,1
1003,1003,251,5
1004,1004,203,1
1005,1005,220,1
1006,1006,77,1
1007,1007,205,1
1008,1008,253,1
1009,1009,92,1
1010,1010,119,1
1011,1011,54,5
1012,1012,190,1
1013,1013,134,1
1014,1014,202,1
1015,1015,22,1
1016,1016,253,1
1017,1017,242,4
1018,1018,19,3
1019,1019,246,1
1020,1020,9,1
1021,1021,54,1
1022,1022,234,1
1023,1023,221,1
1024,1024,237,1
1025,1025,3,1
1026,1026,220,1
1027,1027,186,1
1028,1028,21,1
1029,1029,220,1
1030,1030,67,1
1031,1031,170,1
1032,1032,1,1
1033,1033,216,1
1034,1034,198,2
1035,1035,164,1
1036,1036,230,1
1037,1037,209,1
1038,1038,252,1
1039,1039,23,1
1040,1040,5,1
1041,1041,261,1
1042,1042,144,1
1043,1043,239,1
1044,1044,24,1
1045,1045,233,1
1046,1046,24,4
1047,1047,243,1
1048,1048,4,1
1049,1049,191,4
1050,1050,228,4
1051,1051,71,1
1052,1052,234,1
1053,1053,1,4
1054,1054,27,1
1055,1055,7,1
1056,1056,256,1
1057,1057,2,3
1058,1058,74,1
1059,1059,100,1
1060,1060,244,1
1061,1061,70,1
1062,1062,17,4
1063,1063,227,4
1064,1064,74,1
1065,1065,234,1
1066,1066,190,1
1067,1067,11,1
1068,1068,8,1
1069,1069,2,1
1070,1070,205,5
1071,1071,20,1
1072,1072,16,1
1073,1073,19,1
1074,1074,221,1
1075,1075,214,1
1076,1076,5,4
1077,1077,226,1
1078,1078,7,1
1079,1079,186,1
1080,1080,14,1
1081,1081,222,1
1082,1082,24,1
1083,1083,252,1
1084,1084,27,1
1085,1085,17,4
1086,1086,5,1
1087,1087,198,4
1088,1088,23,1
1089,1089,93,1
1090,1090,76,1
1091,1091,201,1
1092,1092,27,1
1093,1093,257,1
1094,1094,1,1
1095,1095,235,5
1096,1096,231,1
1097,1097,17,5
1098,1098,204,1
1099,1099,254,4
1100,1100,20,1
1101,1101,203,1
1102,1102,205,5
1103,1103,4,1
1104,1104,19,5
1105,1105,7,1
1106,1106,192,1
1107,1107,18,1
1108,1108,191,3
1109,1109,191,3
1110,1110,20,1
1111,1111,12,1
1112,1112,233,1
1113,1113,233,1
1114,1114,28,1
1115,1115,7,1
1116,1116,261,1
1117,1117,235,1
1118,1118,3,1
1119,1119,135,1
1120,1120,240,1
1121,1121,216,1
1122,1122,238,1
1123,1123,115,1
1124,1124,56,4
1125,1125,143,1
1126,1126,25,1
1127,1127,58,1
1128,1128,105,1
1129,1129,236,1
1130,1130,3,1
1131,1131,167,1
1132,1132,10,1
1133,1133,15,1
1134,1134,247,1
1135,1135,218,1
1136,1136,70,1
1137,1137,231,1
1138,1138,212,1
1139,1139,243,1
1140,1140,69,1
1141,1141,182,1
1142,1142,61,1
1143,1143,10,1
1144,1144,222,1
1145,1145,186,5
1146,1146,19,1
1147,1147,193,1
1148,1148,55,1
1149,1149,5,1
1150,1150,193,1
1151,1151,5,1
1152,1152,186,1
1153,1153,183,1
1154,1154,256,4
1155,1155,79,1
1156,1156,1,1
1157,1157,97,1
1158,1158,240,1
1159,1159,196,1
1160,1160,28,4
1161,1161,242,5
1162,1162,145,1
1163,1163,142,1
1164,1164,4,1
1165,1165,15,1
1166,1166,10,1
1167,1167,3,1
1168,1168,237,1
1169,1169,191,1
1170,1170,1,1
1171,1171,231,3
1172,1172,27,1
1173,1173,216,1
1174,1174,61,3
1175,1175,207,1
1176,1176,120,1
1177,1177,2,1
1178,1178,114,1
1179,1179,244,1
1180,1180,61,1
1181,1181,124,1
1182,1182,2,1
1183,1183,6,1
1184,1184,256,1
1185,1185,182,1
1186,1186,237,1
1187,1187,244,1
1188,1188,216,2
1189,1189,186,1
1190,1190,234,1
1191,1191,200,2
1192,1192,60,1
1193,1193,229,1
1194,1194,16,3
1195,1195,194,1
1196,1196,194,1
1197,1197,14,2
1198,1198,202,1
1199,1199,259,1
1200,1200,11,1
1201,1201,54,1
1202,1202,5,1
1203,1203,258,1
1204,1204,192,1
1205,1205,220,1
1206,1206,209,2
1207,1207,235,2
1208,1208,236,1
1209,1209,8,1
1210,1210,8,5
1211,1211,215,1
1212,1212,227,1
1213,1213,143,1
1214,1214,8,1
1215,1215,6,1
1216,1216,182,2
1217,1217,66,2
1218,1218,21,2
1219,1219,5,1
1220,1220,2,1
1221,1221,209,4
1222,1222,182,1
1223,1223,129,1
1224,1224,58,1
1225,1225,68,1
1226,1226,197,1
1227,1227,27,1
1228,1228,117,1
1229,1229,200,1
1230,1230,7,5
1231,1231,24,1
1232,1232,247,1
1233,1233,8,1
1234,1234,8,1
1235,1235,238,5
1236,1236,257,1
1237,1237,205,1
1238,1238,196,1
1239,1239,212,1
1240,1240,70,1
1241,1241,27,2
1242,1242,27,1
1243,1243,87,1
1244,1244,102,1
1245,1245,59,1
1246,1246,7,1
1247,1247,65,1
1248,1248,185,1
1249,1249,15,1
1250,1250,126,3
1251,1251,25,2
1252,1252,23,1
1253,1253,259,1
1254,1254,224,1
1255,1255,67,1
1256,1256,233,4
1257,1257,208,3
1258,1258,12,1
1259,1259,8,1
1260,1260,248,4
1261,1261,16,1
1262,1262,195,2
1263,1263,215,2
1264,1264,27,1
1265,1265,183,1
1266,1266,191,1
1267,1267,194,1
1268,1268,55,1
1269,1269,6,1
1270,1270,14,1
1271,1271,72,1
1272,1272,183,1
1273,1273,18,1
1274,1274,238,4
1275,1275,212,1
1276,1276,75,3
1277,1277,210,5
1278,1278,21,1
1279,1279,59,1
1280,1280,237,1
1281,1281,11,1
1282,1282,194,1
1283,1283,203,1
1284,1284,119,1
1285,1285,5,1
1286,1286,213,1
1287,1287,125,1
1288,1288,196,1
1289,1289,68,1
1290,1290,188,1
1291,1291,81,1
1292,1292,233,1
1293,1293,212,1
1294,1294,80,5
1295,1295,2,1
1296,1296,166,1
1297,1297,198,1
1298,1298,68,3
1299,1299,202,1
1300,1300,4,1
1301,1301,200,1
1302,1302,15,1
1303,1303,245,1
1304,1304,171,1
1305,1305,28,1
1306,1306,186,5
1307,1307,230,1
1308,1308,187,1
1309,1309,28,1
1310,1310,152,1
1311,1311,21,1
1312,1312,1,1
1313,1313,244,1
1314,1314,71,1
1315,1315,219,1
1316,1316,220,4
1317,1317,17,1
1318,1318,224,1
1319,1319,81,1
1320,1320,14,1
1321,1321,203,1
1322,1322,260,1
1323,1323,228,5
1324,1324,247,1
1325,1325,223,1
1326,1326,206,1
1327,1327,9,1
1328,1328,194,1
1329,1329,207,5
1330,1330,258,1
1331,1331,236,1
1332,1332,2,1
1333,1333,194,3
1334,1334,187,2
1335,1335,204,1
1336,1336,17,1
1337,1337,69,1
1338,1338,256,1
1339,1339,19,1
1340,1340,19,5
1341,1341,1,1
1342,1342,60,1
1343,1343,2,1
1344,1344,198,1
1345,1345,15,1
1346,1346,113,1
1347,1347,56,1
1348,1348,200,1
1349,1349,196,5
1350,1350,14,3
1351,1351,56,3
1352,1352,1,1
1353,1353,57,1
1354,1354,240,1
1355,1355,188,1
1356,1356,12,1
1357,1357,207,1
1358,1358,10,1
1359,1359,24,1
1360,1360,6,1
1361,1361,239,1
1362,1362,221,4
1363,1363,7,1
1364,1364,24,1
1365,1365,239,1
1366,1366,191,1
1367,1367,68,3
1368,1368,197,4
1369,1369,10,3
1370,1370,2,1
1371,1371,25,1
1372,1372,199,1
1373,1373,189,1
1374,1374,229,1
1375,1375,68,1
1376,1376,194,1
1377,1377,20,1
1378,1378,191,1
1379,1379,14,2
1380,1380,218,4
1381,1381,69,1
1382,1382,119,1
1383,1383,217,1
1384,1384,75,1
1385,1385,12,1
1386,1386,11,1
1387,1387,249,1
1388,1388,256,1
1389,1389,239,5
1390,1390,54,1
1391,1391,204,1
1392,1392,184,1
1393,1393,24,2
1394,1394,216,1
1395,1395,11,1
1396,1396,15,1
1397,1397,190,1
1398,1398,196,2
1399,1399,192,1
1400,1400,18,1
1401,1401,59,1
1402,1402,14,1
1403,1403,190,1
1404,1404,239,1
1405,1405,204,1
1406,1406,186,1
1407,1407,18,1
1408,1408,227,5
1409,1409,14,1
1410,1410,12,1
1411,1411,16,1
1412,1412,54,1
1413,1413,11,2
1414,1414,3,1
1415,1415,23,1
1416,1416,25,1
1417,1417,22,1
1418,1418,7,5
1419,1419,212,1
1420,1420,85,1
1421,1421,1,1
1422,1422,188,1
1423,1423,123,1
1424,1424,248,1
1425,1425,69,3
1426,1426,230,1
1427,1427,203,1
1428,1428,185,1
1429,1429,14,1
1430,1430,243,1
1431,1431,69,5
1432,1432,203,1
1433,1433,5,1
1434,1434,243,1
1435,1435,237,1
1436,1436,221,5
1437,1437,236,1
1438,1438,8,1
1439,1439,257,1
1440,1440,25,1
1441,1441,60,1
1442,1442,15,1
1443,1443,191,1
1444,1444,11,1
1445,1445,261,5
1446,1446,236,1
1447,1447,62,1
1448,1448,25,1
1449,1449,62,1
1450,1450,61,2
1451,1451,8,1
1452,1452,16,1
1453,1453,7,1
1454,1454,23,1
1455,1455,60,1
1456,1456,231,4
1457,1457,122,1
1458,1458,27,1
1459,1459,229,1
1460,1460,8,1
1461,1461,55,1
1462,1462,64,1
1463,1463,232,1
1464,1464,185,1
1465,1465,10,3
1466,1466,93,1
1467,1467,210,1
1468,1468,72,1
1469,1469,259,1
1470,1470,1,1
1471,1471,5,1
1472,1472,66,1
1473,1473,12,1
1474,1474,58,1
1475,1475,81,1
1476,1476,10,1
1477,1477,8,1
1478,1478,249,1
1479,1479,14,3
1480,1480,177,1
1481,1481,16,1
1482,1482,198,1
1483,1483,216,5
1484,1484,24,1
1485,1485,119,1
1486,1486,227,1
1487,1487,21,1
1488,1488,183,1
1489,1489,229,1
1490,1490,219,1
1491,1491,59,1
1492,1492,183,1
1493,1493,76,2
1494,1494,207,1
1495,1495,208,1
1496,1496,241,5
1497,1497,76,1
1498,1498,225,1
1499,1499,213,2
1500,1500,152,1
1501,1501,252,1
1502,1502,193,1
1503,1503,218,1
1504,1504,192,1
1505,1505,241,1
1506,1506,192,1
1507,1507,208,1
1508,1508,70,1
1509,1509,202,1
1510,1510,66,1
1511,1511,60,1
1512,1512,20,1
1513,1513,204,2
1514,1514,25,1
1515,1515,20,3
1516,1516,228,1
1517,1517,187,1
1518,1518,7,2
1519,1519,186,5
1520,1520,9,1
1521,1521,231,1
1522,1522,191,1
1523,1523,183,1
1524,1524,14,1
1525,1525,219,1
1526,1526,194,2
1527,1527,234,1
1528,1528,256,1
1529,1529,99,1
1530,1530,58,1
1531,1531,246,5
1532,1532,230,1
1533,1533,242,1
1534,1534,17,1
1535,1535,72,3
1536,1536,4,1
1537,1537,198,1
1538,1538,192,1
1539,1539,251,1
1540,1540,191,1
1541,1541,184,1
1542,1542,230,1
1543,1543,13,2
1544,1544,4,1
1545,1545,183,1
1546,1546,62,1
1547,1547,241,1
1548,1548,5,1
1549,1549,3,1
1550,1550,201,3
1551,1551,240,1
1552,1552,244,1
1553,1553,196,1
1554,1554,223,1
1555,1555,195,1
1556,1556,209,1
1557,1557,245,1
1558,1558,7,1
1559,1559,186,1
1560,1560,59,2
1561,1561,78,1
1562,1562,243,4
1563,1563,59,1
1564,1564,207,1
1565,1565,1,1
1566,1566,4,1
1567,1567,60,1
1568,1568,113,3
1569,1569,206,1
1570,1570,27,3
1571,1571,6,1
1572,1572,23,1
1573,1573,198,1
1574,1574,204,1
1575,1575,13,1
1576,1576,183,1
1577,1577,18,2
1578,1578,235,1
1579,1579,25,1
1580,1580,121,1
1581,1581,196,1
1582,1582,226,1
1583,1583,241,2
1584,1584,24,1
1585,1585,55,1
1586,1586,18,1
1587,1587,27,2
1588,1588,196,3
1589,1589,27,1
1590,1590,3,1
1591,1591,21,4
1592,1592,220,1
1593,1593,9,1
1594,1594,207,1
1595,1595,28,1
1596,1596,199,1
1597,1597,10,1
1598,1598,146,1
1599,1599,150,1
