118,376,2,604,123,,2021-12-18 08:10:00,77.80
119,730,2,194,382,,2021-09-21 03:30:00,110.50
120,442,5,,,124,2021-06-27 01:20:00,44.90
121,574,4,,,21,2021-03-02 12:10:00,527.50
122,4,2,963,144,,2021-06-23 04:40:00,81.80
123,450,6,,,117,2021-05-16 04:00:00,43.90
124,351,6,,,,2021-02-16 02:50:00,39.60
125,161,5,,,129,2021-08-07 04:20:00,44.40
126,203,8,,,84,2021-11-21 01:30:00,152.20
127,75,4,,,13,2021-03-11 11:30:00,366.90
128,310,3,360,,,2021-03-04 08:00:00,223.90
129,539,6,,,,2021-03-16 01:50:00,36.70
130,162,5,,,146,2021-08-02 11:20:00,49.20
131,517,5,,,141,2021-08-02 07:10:00,28.90
132,358,8,,,86,2021-06-24 02:00:00,68.10
133,530,7,,,206,2021-07-22 01:20:00,113.30
134,531,7,,,226,2021-02-24 05:10:00,86.70
135,704,3,963,,,2021-03-04 12:40:00,216.40
136,978,2,699,636,,2021-07-02 09:20:00,109.80
137,941,7,,,208,2021-11-16 08:10:00,61.00
138,517,5,,,116,2021-07-04 04:30:00,17.90
139,896,5,,,103,2021-06-05 08:40:00,47.70
140,258,2,965,656,,2021-02-06 07:00:00,112.90
141,299,5,,,135,2021-02-18 12:00:00,44.80
142,448,4,,,2,2021-02-17 09:10:00,1286.10
143,446,5,,,125,2021-01-25 08:30:00,45.50
144,732,4,,,18,2021-12-03 11:20:00,2286.80
145,982,5,,,123,2021-06-05 10:20:00,60.90
146,216,8,,,67,2021-03-01 11:50:00,147.30
147,543,5,,,121,2021-03-28 04:20:00,47.40
148,709,5,,,110,2021-06-20 07:20:00,40.20
149,904,3,482,,,2021-07-11 10:50:00,236.10
150,524,7,,,235,2021-03-08 04:00:00,54.50
151,809,8,,,94,2021-02-10 11:40:00,151.50
152,575,6,,,149,2021-05-03 10:50:00,39.70
153,222,4,,,11,2021-05-17 01:00:00,1201.80
154,389,1,,440,,2021-05-13 07:00:00,20.40
155,180,5,,,102,2021-03-08 11:30:00,56.40
156,521,7,,,248,2021-04-07 11:40:00,60.80
157,711,8,,,65,2021-12-22 09:40:00,143.20
158,891,6,,,,2021-05-11 11:10:00,45.30
159,698,6,,,128,2021-03-20 10:40:00,40.90
160,160,8,,,77,2021-10-27 11:00:00,170.30
161,783,1,,959,,2021-11-09 08:10:00,19.40
162,178,2,411,330,,2021-07-22 04:40:00,54.90
163,981,2,835,970,,2021-05-16 08:20:00,66.40
164,156,5,,,146,2021-02-23 07:40:00,47.80
165,266,3,50,,,2021-02-21 05:40:00,231.80
166,863,4,,,50,2021-11-21 12:20:00,2570.10
167,592,2,738,313,,2021-07-10 06:20:00,105.60
168,382,5,,,100,2021-01-24 09:00:00,24.70
169,920,4,,,10,2021-12-04 01:40:00,497.20
170,678,7,,,240,2021-03-28 12:40:00,92.20
171,498,2,877,529,,2021-05-28 09:50:00,119.80
172,158,5,,,108,2021-03-09 09:20:00,24.20
173,551,4,,,27,2021-08-26 03:40:00,1363.30
174,162,5,,,110,2021-05-12 11:10:00,50.50
175,82,3,215,,,2021-11-05 01:50:00,202.00
176,716,2,641,427,,2021-10-08 04:40:00,61.80
177,160,8,,,66,2021-11-01 10:20:00,158.00
178,55,3,83,,,2021-04-12 07:00:00,234.90
179,949,2,160,990,,2021-09-04 01:20:00,76.00
180,735,5,,,102,2021-04-12 12:20:00,20.40
181,841,1,,258,,2021-05-18 09:10:00,22.80
182,419,1,,326,,2021-07-02 09:20:00,14.10
183,352,7,,,213,2021-09-08 01:40:00,113.20
184,745,1,,470,,2021-07-10 09:10:00,17.40
185,976,4,,,27,2021-03-08 07:10:00,898.00
186,9,1,,857,,2021-05-22 05:10:00,17.70
187,372,2,770,478,,2021-01-27 07:50:00,82.70
188,86,8,,,78,2021-07-19 10:40:00,47.10
189,945,4,,,28,2021-11-17 09:30:00,1155.00
190,649,1,,799,,2021-08-13 02:00:00,20.90
191,292,7,,,224,2021-02-14 04:50:00,58.20
192,796,7,,,204,2021-11-19 12:50:00,99.60
193,72,6,,,120,2021-07-22 07:30:00,45.70
194,842,8,,,91,2021-02-20 03:00:00,121.20
195,428,7,,,231,2021-05-10 02:40:00,76.20
196,801,8,,,56,2021-10-08 04:40:00,156.70
197,604,6,,,,2021-07-25 10:00:00,48.60
198,729,7,,,216,2021-10-22 07:30:00,55.80
199,572,1,,753,,2021-08-24 05:40:00,25.90
200,992,8,,,94,2021-05-27 01:40:00,52.40
201,450,6,,,127,2021-03-11 02:40:00,40.90
202,35,3,612,,,2021-10-21 05:50:00,279.50
203,28,5,,,148,2021-08-03 09:20:00,21.30
204,525,2,571,847,,2021-01-01 06:20:00,66.40
205,6,1,,47,,2021-03-20 01:00:00,23.80
206,728,7,,,223,2021-10-07 05:40:00,74.40
207,13,8,,,97,2021-07-06 04:00:00,196.60
208,735,5,,,126,2021-01-17 10:00:00,19.60
209,209,6,,,144,2021-05-27 08:10:00,38.80
210,165,3,938,,,2021-07-04 01:50:00,311.40
211,141,6,,,125,2021-09-06 06:50:00,45.10
212,234,8,,,52,2021-12-16 04:40:00,183.60
213,193,4,,,34,2021-11-05 09:30:00,2933.00
214,83,1,,597,,2021-06-06 03:40:00,17.50
215,811,5,,,110,2021-01-24 07:30:00,17.00
216,255,8,,,95,2021-10-04 05:50:00,146.10
217,652,2,675,505,,2021-03-21 10:20:00,51.80
218,207,4,,,6,2021-10-24 10:00:00,1130.50
219,685,1,,21,,2021-11-09 07:10:00,25.70
220,583,4,,,27,2021-02-11 08:10:00,685.10
221,313,7,,,242,2021-02-27 01:30:00,63.60
222,687,7,,,252,2021-09-08 08:40:00,51.50
223,477,4,,,19,2021-08-19 09:30:00,1595.20
224,30,8,,,83,2021-08-11 04:40:00,36.50
225,391,3,781,,,2021-01-27 06:00:00,236.30
226,713,8,,,94,2021-01-11 02:40:00,39.60
227,643,2,613,688,,2021-12-28 10:10:00,69.00
228,761,8,,,52,2021-10-19 04:10:00,136.10
229,53,1,,502,,2021-03-20 07:30:00,24.20
230,739,2,124,231,,2021-04-21 10:20:00,75.50
231,123,7,,,242,2021-11-26 02:40:00,103.20
232,361,2,543,626,,2021-06-01 08:10:00,84.50
233,283,7,,,222,2021-08-01 08:40:00,112.20
234,16,5,,,118,2021-04-03 08:10:00,45.10
235,710,5,,,136,2021-08-01 01:00:00,24.40
236,106,2,138,104,,2021-11-22 08:50:00,68.10
237,505,7,,,218,2021-12-14 02:50:00,62.80
238,831,3,582,,,2021-10-07 07:50:00,135.70
239,455,2,650,396,,2021-08-12 10:50:00,60.70
240,632,8,,,99,2021-11-14 05:50:00,189.90
241,426,1,,551,,2021-09-28 04:30:00,14.80
242,692,4,,,37,2021-09-10 07:10:00,2938.90
243,638,3,389,,,2021-08-06 08:30:00,170.60
244,961,7,,,246,2021-04-22 10:10:00,113.10
245,530,7,,,226,2021-09-12 11:30:00,77.40
246,319,3,882,,,2021-04-15 08:10:00,35.00
247,515,7,,,204,2021-12-04 10:30:00,116.00
248,2,4,,,46,2021-02-21 09:40:00,1381.80
249,330,1,,338,,2021-06-14 09:00:00,15.60
250,597,8,,,73,2021-12-07 05:00:00,184.10
251,819,6,,,,2021-09-05 04:40:00,46.90
252,163,2,292,423,,2021-06-03 04:30:00,53.60
253,538,7,,,225,2021-08-13 01:20:00,97.00
254,14,3,336,,,2021-12-10 07:50:00,91.60
255,226,4,,,46,2021-05-25 10:50:00,1447.20
256,207,4,,,34,2021-02-21 07:00:00,553.60
257,980,5,,,110,2021-04-25 04:20:00,38.80
258,147,5,,,121,2021-09-24 12:50:00,25.70
259,283,7,,,211,2021-08-15 05:30:00,50.90
260,928,5,,,105,2021-04-02 03:00:00,37.50
261,17,6,,,136,2021-07-27 05:20:00,42.00
262,473,8,,,77,2021-05-05 01:40:00,194.50
263,621,1,,561,,2021-12-15 12:00:00,24.50
264,91,5,,,127,2021-03-08 01:40:00,38.30
265,410,3,759,,,2021-04-28 07:20:00,367.30
266,708,4,,,33,2021-02-02 05:10:00,2442.10
267,309,6,,,,2021-07-09 01:50:00,35.70
268,230,7,,,208,2021-06-23 12:20:00,116.70
269,108,5,,,138,2021-08-14 01:30:00,51.40
270,997,6,,,145,2021-09-07 10:00:00,43.60
271,373,8,,,71,2021-12-22 05:30:00,98.60
272,900,8,,,57,2021-12-12 03:30:00,187.90
273,50,1,,597,,2021-12-16 05:10:00,22.40
274,102,4,,,34,2021-02-19 11:50:00,1887.70
275,641,1,,8,,2021-08-27 03:20:00,17.50
276,335,3,826,,,2021-12-28 07:50:00,39.00
277,417,4,,,30,2021-03-06 01:20:00,1063.80
278,643,2,978,280,,2021-07-01 10:00:00,99.30
279,729,7,,,207,2021-04-16 12:50:00,95.40
280,600,2,982,468,,2021-10-20 03:20:00,83.40
281,367,3,703,,,2021-01-09 08:50:00,291.70
282,555,6,,,135,2021-09-16 04:10:00,43.40
283,441,5,,,143,2021-06-21 02:50:00,19.40
284,501,3,910,,,2021-09-10 08:20:00,262.80
285,354,1,,770,,2021-10-09 08:30:00,19.50
286,323,2,930,395,,2021-05-20 07:30:00,75.80
287,486,8,,,94,2021-10-27 10:20:00,76.60
288,337,8,,,99,2021-02-01 03:40:00,191.70
289,143,1,,629,,2021-11-13 04:50:00,16.00
290,709,5,,,102,2021-07-22 12:30:00,32.70
291,750,6,,,136,2021-06-27 11:50:00,46.80
292,1,3,613,,,2021-02-27 07:40:00,136.30
293,975,4,,,28,2021-05-09 07:10:00,2217.50
294,761,8,,,92,2021-07-18 07:10:00,178.60
295,394,5,,,131,2021-04-22 05:10:00,31.20
296,850,2,480,757,,2021-09-11 05:50:00,87.20
297,559,7,,,253,2021-05-01 07:20:00,57.80
298,84,8,,,81,2021-04-02 05:30:00,94.20
299,127,6,,,140,2021-05-24 09:00:00,35.10
300,835,7,,,246,2021-06-16 12:20:00,71.00
301,912,2,225,281,,2021-02-23 03:20:00,51.10
302,546,6,,,135,2021-04-08 11:50:00,49.00
303,32,3,156,,,2021-06-26 05:30:00,104.50
304,217,7,,,246,2021-10-28 03:30:00,40.70
305,958,4,,,29,2021-10-18 02:10:00,752.30
306,520,3,170,,,2021-10-01 01:00:00,348.70
307,78,4,,,20,2021-02-14 07:10:00,718.90
308,75,4,,,14,2021-08-13 08:40:00,2546.00
309,260,1,,956,,2021-08-08 02:40:00,16.90
310,955,2,87,811,,2021-05-16 02:00:00,87.30
311,724,4,,,48,2021-07-09 02:30:00,602.90
312,184,4,,,10,2021-10-27 11:50:00,2874.00
313,541,7,,,234,2021-10-02 08:30:00,88.20
314,958,4,,,27,2021-06-05 10:40:00,668.20
315,282,8,,,97,2021-01-15 09:30:00,167.30
316,700,4,,,45,2021-02-08 12:20:00,2029.30
317,51,5,,,132,2021-04-08 07:10:00,45.60
318,983,1,,588,,2021-11-22 12:30:00,25.00
319,33,1,,912,,2021-05-27 06:00:00,23.60
320,509,5,,,114,2021-11-18 10:50:00,15.90
321,17,6,,,146,2021-02-11 09:20:00,47.80
322,606,5,,,121,2021-11-26 07:30:00,40.30
323,450,6,,,,2021-03-01 08:50:00,50.80
324,754,4,,,4,2021-05-08 08:40:00,856.40
325,702,4,,,38,2021-03-05 08:10:00,2460.70
326,27,1,,878,,2021-10-05 03:00:00,20.60
327,712,4,,,10,2021-03-14 01:50:00,2465.80
328,419,1,,344,,2021-10-12 09:50:00,15.00
329,973,8,,,96,2021-01-16 04:30:00,192.20
330,616,7,,,251,2021-01-26 10:10:00,111.90
331,919,7,,,248,2021-11-13 11:20:00,47.10
332,119,7,,,232,2021-05-18 03:00:00,50.90
333,214,4,,,44,2021-12-07 05:50:00,1557.70
334,274,7,,,211,2021-12-15 03:50:00,81.80
335,415,3,924,,,2021-09-03 04:30:00,359.60
336,643,2,546,856,,2021-03-18 10:50:00,64.60
337,656,4,,,49,2021-03-07 04:00:00,595.20
338,999,4,,,14,2021-05-19 07:00:00,2063.90
339,320,1,,93,,2021-05-15 06:50:00,16.30
340,176,2,501,339,,2021-08-28 03:00:00,67.90
341,378,8,,,95,2021-05-23 08:20:00,142.00
342,554,4,,,48,2021-03-15 12:10:00,186.70
343,775,2,343,853,,2021-12-24 10:50:00,70.80
344,347,6,,,,2021-04-24 03:30:00,36.50
345,325,8,,,66,2021-03-25 04:50:00,172.30
346,176,2,714,704,,2021-02-02 06:10:00,81.50
347,496,1,,609,,2021-07-18 12:10:00,15.30
348,321,8,,,77,2021-06-11 03:20:00,199.50
349,646,6,,,139,2021-03-06 10:00:00,41.30
350,194,7,,,210,2021-03-09 11:50:00,99.20
351,516,2,938,958,,2021-04-22 10:40:00,81.60
352,156,5,,,105,2021-01-26 10:50:00,30.80
353,734,1,,266,,2021-01-12 05:20:00,23.30
354,109,6,,,142,2021-09-03 07:30:00,38.00
355,742,8,,,60,2021-10-13 05:10:00,105.20
356,800,6,,,106,2021-07-15 01:40:00,46.70
357,413,2,962,31,,2021-01-19 01:00:00,78.70
358,812,4,,,2,2021-07-08 02:20:00,2909.70
359,995,6,,,,2021-12-27 12:20:00,47.90
360,772,1,,291,,2021-08-18 10:30:00,16.40
361,236,7,,,236,2021-08-04 03:30:00,55.00
362,517,5,,,145,2021-07-14 10:20:00,52.40
363,914,7,,,210,2021-04-24 09:20:00,55.80
364,204,7,,,252,2021-11-13 04:00:00,65.50
365,148,4,,,11,2021-11-20 04:40:00,124.20
366,796,7,,,218,2021-03-19 02:10:00,105.00
367,741,6,,,134,2021-07-01 03:20:00,36.20
368,648,8,,,76,2021-08-13 04:30:00,128.00
369,420,4,,,24,2021-12-19 10:50:00,1810.30
370,595,8,,,57,2021-01-23 06:30:00,139.80
371,835,7,,,232,2021-03-23 10:30:00,60.30
372,496,1,,617,,2021-12-24 09:40:00,17.10
373,937,6,,,,2021-08-18 02:30:00,41.70
374,496,1,,815,,2021-07-21 01:30:00,24.40
375,825,4,,,28,2021-06-21 01:20:00,2960.50
376,11,2,577,634,,2021-02-23 08:10:00,119.80
377,854,8,,,98,2021-06-11 08:50:00,102.80
378,942,3,978,,,2021-05-27 10:30:00,85.60
379,553,8,,,67,2021-08-19 09:50:00,151.10
380,343,1,,342,,2021-11-14 06:30:00,18.50
381,190,1,,474,,2021-07-17 09:10:00,22.90
382,767,5,,,128,2021-11-17 05:30:00,59.90
383,663,4,,,34,2021-10-15 06:50:00,2741.10
384,105,4,,,30,2021-11-24 08:50:00,779.20
385,613,4,,,26,2021-11-03 09:10:00,2673.80
386,147,5,,,147,2021-06-01 01:10:00,16.40
387,610,7,,,244,2021-03-26 08:10:00,48.30
388,359,2,326,269,,2021-08-23 04:40:00,118.50
389,603,4,,,20,2021-02-28 12:00:00,323.50
390,908,4,,,27,2021-01-28 10:40:00,1884.10
391,96,5,,,136,2021-11-28 06:20:00,35.40
392,888,8,,,98,2021-02-09 07:50:00,57.70
393,393,3,312,,,2021-04-02 09:10:00,43.60
394,936,5,,,145,2021-11-24 01:40:00,57.40
395,315,6,,,,2021-05-02 06:40:00,38.80
396,5,3,621,,,2021-10-17 04:10:00,325.00
397,474,4,,,8,2021-08-17 03:10:00,1091.30
398,49,4,,,22,2021-09-04 07:00:00,2107.20
399,490,7,,,206,2021-01-14 08:10:00,71.50
400,681,1,,126,,2021-02-08 12:40:00,22.50
401,107,5,,,145,2021-02-09 03:10:00,58.50
402,573,4,,,18,2021-03-10 10:10:00,713.40
403,799,7,,,210,2021-07-21 07:40:00,89.20
404,879,7,,,214,2021-03-27 07:30:00,52.20
405,430,5,,,124,2021-04-20 09:20:00,28.10
406,881,7,,,238,2021-02-09 08:40:00,55.40
407,123,7,,,210,2021-06-26 06:00:00,96.80
408,910,1,,512,,2021-09-12 10:00:00,21.90
409,356,3,369,,,2021-05-21 02:50:00,162.00
410,530,7,,,244,2021-12-07 06:50:00,71.20
411,420,4,,,28,2021-02-24 10:00:00,1555.40
412,895,6,,,149,2021-09-06 04:00:00,49.80
413,285,1,,407,,2021-11-26 03:30:00,24.30
414,68,5,,,112,2021-11-27 04:50:00,55.90
415,316,6,,,,2021-10-09 04:30:00,37.00
416,875,4,,,46,2021-11-09 12:20:00,311.00
417,688,8,,,76,2021-04-27 03:10:00,117.30
418,255,8,,,68,2021-07-26 11:40:00,140.40
419,531,7,,,245,2021-01-15 01:40:00,83.80
420,890,2,472,308,,2021-01-09 02:10:00,88.10
421,310,3,802,,,2021-12-13 09:50:00,284.60
422,312,8,,,97,2021-08-01 02:10:00,105.70
423,226,4,,,13,2021-12-20 08:20:00,2908.70
424,580,8,,,94,2021-07-03 01:10:00,61.30
425,187,7,,,243,2021-08-19 04:40:00,96.10
426,99,2,979,582,,2021-10-16 01:40:00,73.10
427,426,1,,850,,2021-03-15 06:40:00,22.00
428,317,4,,,24,2021-03-23 01:50:00,2443.50
429,266,3,339,,,2021-10-12 02:20:00,299.70
430,553,8,,,88,2021-02-07 02:00:00,83.70
431,969,6,,,118,2021-05-22 06:30:00,38.10
432,546,6,,,145,2021-01-15 05:50:00,48.20
433,328,8,,,79,2021-08-15 09:40:00,181.40
434,385,5,,,105,2021-09-08 03:30:00,27.80
435,438,7,,,242,2021-03-01 03:40:00,85.60
436,818,8,,,81,2021-01-24 04:30:00,176.90
437,17,6,,,127,2021-02-20 03:40:00,50.30
438,72,6,,,103,2021-08-24 09:10:00,49.30
439,298,3,608,,,2021-02-01 03:40:00,202.50
440,115,7,,,206,2021-09-18 12:40:00,104.00
441,978,2,479,567,,2021-02-25 10:30:00,89.30
442,657,4,,,10,2021-10-27 12:50:00,424.10
443,387,4,,,25,2021-12-16 01:30:00,433.60
444,618,8,,,68,2021-06-28 03:20:00,40.40
445,390,6,,,122,2021-04-12 03:30:00,42.10
446,500,1,,174,,2021-06-20 09:10:00,20.90
447,498,2,733,632,,2021-01-06 02:50:00,56.30
448,677,4,,,44,2021-12-19 02:40:00,2926.60
449,711,8,,,79,2021-03-04 03:30:00,176.40
450,658,2,191,423,,2021-04-01 08:00:00,68.40
451,582,2,948,722,,2021-06-24 10:20:00,91.20
452,148,4,,,43,2021-12-02 04:10:00,1954.00
453,1,3,358,,,2021-01-20 10:50:00,359.70
454,429,2,196,18,,2021-05-26 11:30:00,68.20
455,205,2,621,723,,2021-10-25 03:10:00,90.30
456,624,7,,,244,2021-09-26 07:40:00,81.10
457,421,5,,,127,2021-07-26 05:50:00,31.90
458,967,6,,,,2021-12-02 09:40:00,35.30
459,944,8,,,84,2021-07-20 10:20:00,51.10
460,845,4,,,46,2021-08-17 05:20:00,1494.30
461,408,6,,,141,2021-02-23 07:10:00,49.50
462,3,5,,,149,2021-04-09 07:50:00,33.10
463,464,5,,,102,2021-12-23 09:20:00,39.90
464,169,3,304,,,2021-08-27 07:10:00,138.80
465,961,7,,,219,2021-11-10 12:40:00,72.20
466,364,7,,,205,2021-09-21 07:00:00,97.10
467,412,3,940,,,2021-04-26 04:50:00,66.10
468,814,4,,,29,2021-06-19 05:10:00,2122.50
469,568,1,,320,,2021-10-14 05:20:00,15.50
470,509,5,,,101,2021-06-11 03:00:00,47.40
471,306,2,797,357,,2021-06-03 02:30:00,85.30
472,385,5,,,124,2021-04-22 04:30:00,53.20
473,481,5,,,149,2021-07-02 01:00:00,30.20
474,284,6,,,109,2021-10-25 03:40:00,48.20
475,979,1,,375,,2021-11-03 06:30:00,17.60
476,564,4,,,18,2021-07-26 04:10:00,708.80
477,238,6,,,128,2021-09-17 12:00:00,39.70
478,180,5,,,124,2021-04-03 10:50:00,31.60
479,175,8,,,52,2021-10-09 04:50:00,147.60
480,615,8,,,65,2021-02-23 08:30:00,169.70
481,483,6,,,142,2021-11-19 12:20:00,43.40
482,580,8,,,76,2021-04-25 01:00:00,113.50
483,803,5,,,136,2021-09-03 11:30:00,25.10
484,33,1,,485,,2021-01-23 05:10:00,16.40
485,963,6,,,139,2021-12-11 09:40:00,37.00
486,96,5,,,121,2021-05-06 02:10:00,19.70
487,381,7,,,206,2021-05-12 04:20:00,110.10
488,507,5,,,116,2021-09-10 01:40:00,35.80
489,934,5,,,134,2021-02-25 03:50:00,42.00
490,894,7,,,218,2021-02-11 09:40:00,89.60
491,838,5,,,111,2021-09-07 05:10:00,29.50
492,267,4,,,20,2021-07-10 02:20:00,751.40
493,58,7,,,240,2021-09-25 02:40:00,90.10
494,348,7,,,240,2021-03-26 01:50:00,79.10
495,355,2,485,948,,2021-12-27 03:20:00,100.30
496,435,4,,,10,2021-11-18 04:20:00,516.80
497,839,8,,,68,2021-04-24 05:50:00,155.70
498,146,4,,,20,2021-01-03 11:50:00,2209.00
499,153,8,,,70,2021-09-25 09:20:00,55.20
500,350,7,,,246,2021-02-13 12:10:00,56.10
501,61,2,863,831,,2021-06-27 05:30:00,98.40
502,363,5,,,142,2021-06-20 07:50:00,38.40
503,154,2,558,285,,2021-10-07 10:50:00,112.00
504,666,6,,,118,2021-08-07 11:30:00,37.30
505,11,2,616,519,,2021-06-23 01:10:00,100.60
506,546,6,,,117,2021-07-19 03:10:00,36.60
507,746,2,194,270,,2021-11-01 09:50:00,82.10
508,497,8,,,71,2021-07-10 12:10:00,188.10
509,322,7,,,230,2021-02-03 03:10:00,72.40
510,841,1,,489,,2021-09-18 01:40:00,16.80
511,919,7,,,211,2021-11-04 02:00:00,66.30
512,368,4,,,19,2021-04-11 12:00:00,1663.40
513,481,5,,,144,2021-07-09 11:20:00,16.80
514,205,2,597,440,,2021-05-03 06:00:00,73.40
